Sentence,Global start,Global end
Now you can move EV two green harp to aft external d ring.,30305.145659999995,30309.043939999996
Okay.,30315.329129999995,30315.489039999993
And Right.,30315.489039999993,30337.587699999993
Because I'm pulling a little Okay.,30337.587699999993,30339.616449999994
I can come back that over if you need.,30339.616449999994,30341.355829999993
"And, Kate, we're gonna have a handover in about ten seconds.",30343.014769999994,30345.973269999995
So Mike Greenhark will go to the aft external dearing.,30345.973269999995,30349.600519999996
Your greenhark will go to the forward external dearing.,30349.780179999994,30352.758939999996
Another shorthand over in video and audio coming from station.,30364.301299999996,30368.279539999996
We should be regaining that shortly.,30368.299299999995,30369.918729999994
"In these final moments, glover is already in the airlock.",30370.138369999993,30375.205399999995
"He is ready to switch some of the valves to and and connect the suits back to station, power, water, and air.",30375.624939999994,30382.290739999993
"Rubens is busy reconfiguring those tethers, making sure they're all in a good configuration before she enters the airlock as well.",30383.549869999995,30391.955719999994
"It'll be her job to close the hatch and seal it, make sure everything's good before they begin the repressuritization and conclude today's spacewalk.",30392.015439999996,30399.112149999994
Upon the start of repressurization that will officially end today's spacewalk.,30399.441699999996,30403.899749999993
"Deering, gate closed, slider lock, lock, lock, lock.",30406.816559999996,30409.875269999993
Okay.,30411.014459999995,30411.514459999995
"I copy, Kate.",30411.774079999996,30412.493699999995
And that is a good config.,30412.493699999995,30413.873259999993
"As you ingress, can you please verify that the hatch pit pin is in place?",30414.771539999994,30418.589869999996
There can.,30422.566699999996,30423.306599999996
And then you will move your EV one yellow hook to the mini workstation and ingress here in the trunk.,30424.885559999995,30431.742369999996
Copy.,30435.519999999993,30436.019999999993
EV one.,30455.868379999996,30456.728199999994
Yellow hook.,30457.596399999995,30458.496219999994
Go into my mini workstation.,30459.075679999994,30460.655119999996
Copy.,30465.552429999996,30466.052429999996
And that is not because I think I have EV two yellow in front of my network station.,30499.474119999995,30503.471859999994
"Can US size here, and I need a EV two yellow hook.",30504.391399999993,30511.716859999993
It just let it go to me off pages.,30515.994699999996,30517.893999999993
I've got a good safety chain now coming in with my radio.,30520.021329999996,30523.439849999995
K.,30523.979339999994,30524.379099999995
Yes.,30524.379099999995,30524.619049999994
I got it.,30524.619049999994,30525.178739999996
"So once you're finished, you know, we go to ingress One sec.",30525.178739999996,30529.365999999995
Okay.,30554.719939999995,30555.039759999996
We copied all of that.,30555.039759999996,30556.379359999995
Good catch.,30557.118739999994,30557.818629999994
You do have your own low path to the Hello.,30558.158229999994,30562.825899999996
"And, sir, we you still have our acreage config.",30562.825899999996,30565.564699999995
Yep.,30569.171539999996,30569.571299999996
And I've got my yellow hook on.,30569.571299999996,30572.470099999995
I'm in workstation.,30573.409399999993,30574.349149999995
I guess you can see see.,30574.648799999995,30576.126799999995
Thank you.,30576.626299999996,30577.406159999995
"Has the sun set on the International Space Station, Kay Reuben's entering the Quest AirLock, getting ready to conclude today's spacewalk.",30582.383449999994,30589.918799999996
Hi.,30623.929301999993,30624.429301999993
Can I extend towards move my feet nadir?,30637.511622999995,30639.710519999993
Okay.,30639.710519999993,30640.210519999993
Let me move your feet nadir.,30640.390181999996,30641.669539999995
Yeah.,30641.669539999995,30642.069342999996
Okay.,30642.069342999996,30642.569342999996
Okay.,30643.348699999995,30643.848699999995
Alright.,30644.388182999995,30644.888182999995
I think I've got a good I got it.,30645.347699999995,30652.663962999995
Good.,30652.663962999995,30653.163962999995
It can check.,30653.743422999996,30654.582999999995
Give me a thermal cup.,30654.582999999995,30655.842619999996
Copy.,30657.411099999994,30657.690962999994
Fin check and thermal cover.,30657.690962999994,30659.350382999994
Okay.,30684.704879999994,30685.064699999995
"We see the thermal cover closed, and you can attach the velcro strap.",30685.064699999995,30688.751799999995
Thank you.,30692.909719999996,30693.689579999995
That's good.,30694.708819999996,30695.688579999995
Balance cover is closed.,30740.339889999996,30741.759429999995
Waiting for your next Okay.,30751.342909999996,30755.760059999993
"For both of you, you will remove as used from storage pouch.",30755.760059999993,30759.296799999993
Remove DCM covers and go go to DCM and connect the SCUs to your DCMs.,30759.656619999994,30764.694089999994
Copy.,30764.694089999994,30765.194089999994
"With the thermal cover to the station's airlock closed, Frank Rubio will finish up his role as the ground IV by walking the crew through the initial pre pre repressurization steps.",30787.849729999994,30801.702379999995
"We'll do this until handing back over to Suichi Naguchi, who's standing by in the station's equipment airlock.",30808.868529999996,30816.833889999994
Naguchi will walk them through the repressurization sequence after this this set of pre repressurization tasks.,30819.510799999993,30827.356779999995
Six.,30827.396759999996,30827.896759999996
Copy.,30830.994959999996,30831.494959999996
S u's locked for both.,30831.874529999994,30833.653879999994
"For both, switch water off.",30835.611529999995,30837.670749999994
Which is forward.,30838.530059999994,30839.369639999994
Expect h two o is off message.,30839.369639999994,30841.428859999996
B one water?,30846.415599999993,30847.515299999995
B two.,30847.694959999993,30848.434839999994
K.,30850.453579999994,30850.733439999996
Caution.,30850.733439999996,30851.133239999996
Do not close hatch until EMU water off for two minutes.,30851.133239999996,30854.801559999996
We started our timer.,30855.061189999993,30856.060699999995
"And I closing the head from the heading towards you, if you can see my feet.",30856.060699999995,30866.694149999996
"Thanks a lot, Claire.",30870.701079999995,30871.700599999993
"Hey, Paul.",30871.700599999993,30872.899999999994
Give me a chance to get my name real quick.,30872.899999999994,30874.499179999995
I'll go back the other way.,30874.499179999995,30876.058399999994
K.,30876.058399999994,30876.526799999996
And which way are you gonna rotate your clip?,30880.484799999995,30882.403869999995
Because that if I can rotate your clip.,30882.403869999995,30883.961799999994
The center room.,30884.361599999993,30885.461299999995
One of the after four.,30885.960779999994,30887.320099999994
Copy.,30887.320099999994,30887.679929999995
Farts.,30887.679929999995,30887.799869999995
Okay.,30887.799869999995,30888.299869999995
"Oh, okay.",30892.406099999993,30893.365629999993
You wanna move forward?,30893.365629999993,30894.505299999993
Yes.,30897.043799999996,30897.323639999995
With a good handrail.,30897.323639999995,30898.303399999993
Okay.,30899.061519999996,30899.561519999996
And my feet on the way?,30905.618259999996,30906.957819999996
Yep.,30907.097499999996,30907.597499999996
And my purse is Venus.,30907.866699999995,30909.566099999996
Okay.,30909.985659999995,30910.385439999995
"My purse is to rotate it make sure it forward, and I import forward like this.",30910.385439999995,30915.762999999995
Let's get clear.,30921.239599999994,30922.259339999993
Right.,30945.366399999995,30945.646269999994
"For you, I can verify.",30945.646269999994,30946.825929999995
"Goulds and tethers are clear to airlift, flat eyes on my depress depress depress depress key parts.",30947.285429999996,30952.162999999993
And a tool post like that.,30952.162999999993,30956.360929999995
Copy.,30958.579559999995,30958.979369999994
K.,30958.979369999994,30959.479369999994
Alright.,30977.876459999996,30978.276279999995
